lat,long,route
22.983864755,72.623944989,6U_Narol - Naroda S. T. Workshop_NORMAL
23.024289021999998,72.53131271699999,101_R.T.O(Circular)_NORMAL
23.003619913,72.553923254,12D_CTM Cross Road - R.T.O Circle_NORMAL
23.088426418,72.59112405100001,7D_Narol - Zundal Circle_NORMAL
22.991631468,72.581582992,12U_R.T.O Circle - Hatkeshwar_NORMAL
23.067602649,72.576761476,101_R.T.O(Circular)_NORMAL
23.001413127,72.587076954,3U_R.T.O Circle - Maninagar_NORMAL
23.022012558000004,72.598965526,101_R.T.O(Circular)_NORMAL
23.070010805,72.523072786,9U_Sola Bhagwat - Maninagar_NORMAL
23.024329092,72.531179427,3U_R.T.O Circle - Maninagar_NORMAL
23.049176930999998,72.545046635,4S_Bhavsar Hostel - Commerce Six Road_NORMAL
23.022321794,72.57756103199999,11U_M J Library - Odhav Ring Road_NORMAL
23.039377068,72.640396219,5D_Naroda Gam - Vasna_NORMAL
23.04562434,72.542500159,4S_Bhavsar Hostel - Commerce Six Road_NORMAL
23.065915713000003,72.57168606,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.027997046,72.600142222,201_R.T.O(Anti-Circular)_NORMAL
23.027795279,72.600605115,101_R.T.O(Circular)_NORMAL
23.028642841,72.546274525,8U_Iskcon - Naroda Gam_NORMAL
23.073859408,72.60587160899999,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
22.995186941999997,72.56718315399999,5U_Vasna - Naroda Gam_NORMAL
23.023610894,72.542839557,4S_Bhavsar Hostel - Commerce Six Road_NORMAL
23.021448302,72.55223954600001,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.024453119,72.665268293,11D_Odhav Ring Road - M J Library_NORMAL
23.037873886,72.588206954,201_R.T.O(Anti-Circular)_NORMAL
23.001420637,72.587135738,3U_R.T.O Circle - Maninagar_NORMAL
23.044895718000003,72.583724956,201_R.T.O(Anti-Circular)_NORMAL
22.982536453,72.621924872,5D_Naroda Gam - Vasna_NORMAL
23.002393078,72.592879477,3D_Maninagar - R.T.O Circle_NORMAL
23.038854019000002,72.552630162,4S_Bhavsar Hostel - Commerce Six Road_NORMAL
23.073627508,72.605489007,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.079986284,72.612708395,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.03437703,72.604427867,8U_Iskcon - Naroda Gam_NORMAL
23.06585286,72.57168803,7D_Narol - Zundal Circle_NORMAL
23.026297441999997,72.60023746,2D_Odhav Ring Road - Science City Approach_NORMAL
23.024320181,72.53131827600001,1U_Ghuma Gam - Maninagar_NORMAL
23.036990133000003,72.595265852,2D_Odhav Ring Road - Science City Approach_NORMAL
23.039569743,72.586169001,201_R.T.O(Anti-Circular)_NORMAL
22.996314636999998,72.576796838,12U_R.T.O Circle - Hatkeshwar_NORMAL
23.020004034,72.599361348,8D_Naroda Gam - Iskcon_NORMAL
22.998465831,72.560979102,5D_Naroda Gam - Vasna_NORMAL
23.05505092,72.571526819,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
22.982220984,72.585675207,12U_R.T.O Circle - Hatkeshwar_NORMAL
22.996325553000002,72.576833573,5U_Vasna - Naroda Gam_NORMAL
23.064501203000003,72.642503647,8U_Iskcon - Naroda Gam_NORMAL
23.021952517,72.580336445,11D_Odhav Ring Road - M J Library_NORMAL
23.077270336999998,72.618990602,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.001412763,72.58707523,201_R.T.O(Anti-Circular)_NORMAL
23.037692939,72.589964137,101_R.T.O(Circular)_NORMAL
23.058050341999998,72.58748333,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.0565097,72.588241638,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.029825448,72.639035557,5D_Naroda Gam - Vasna_NORMAL
22.996504411,72.577503452,5D_Naroda Gam - Vasna_NORMAL
23.027914616999997,72.485901004,1U_Ghuma Gam - Maninagar_Ladies Special
22.99986984,72.600651536,1S_Chhipa Society - Maninagar_NORMAL
23.071486005,72.648448263,5U_Vasna - Naroda Gam_NORMAL
23.067634843,72.566348472,101_R.T.O(Circular)_NORMAL
23.079968398000002,72.612664575,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
22.996527096999998,72.577463307,12U_R.T.O Circle - CTM Cross Road_NORMAL
22.996109853000004,72.634183375,5D_Naroda Gam - Vasna_NORMAL
23.002633063,72.599202866,1U_Ghuma Gam - Maninagar_NORMAL
23.00356829,72.55397711399999,101_R.T.O(Circular)_NORMAL
22.996307176,72.576771726,5U_Vasna - Naroda Gam_NORMAL
22.995226535,72.602930748,9D_Maninagar - Sola Bhagwat_NORMAL
22.996933728000002,72.578290647,5U_Vasna - Naroda Gam_NORMAL
23.054155061,72.630821535,8D_Naroda Gam - Iskcon_NORMAL
23.020075198,72.505553209,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.018416575,72.543966416,101_R.T.O(Circular)_NORMAL
22.973964695,72.595250238,5D_Naroda Gam - Vasna_NORMAL
23.030818686,72.570672303,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
22.98918966,72.629660519,5D_Naroda Gam - Vasna_NORMAL
23.003846,72.55375797800001,5U_Vasna - Naroda Gam_NORMAL
23.045604765,72.542422179,3D_Maninagar - R.T.O Circle_NORMAL
22.979112121,72.585858148,5D_Naroda Gam - Vasna_NORMAL
22.973595257,72.588073855,5U_Vasna - Naroda Gam_NORMAL
23.014707537,72.56548803,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.080085055999998,72.613262232,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.059889509,72.642957751,6D_Naroda S. T. Workshop - Narol_NORMAL
22.972951054,72.589644025,6D_Naroda S. T. Workshop - Narol_NORMAL
23.076368843,72.655708795,5D_Naroda Gam - Vasna_NORMAL
22.996127399000002,72.634188395,5D_Naroda Gam - Vasna_NORMAL
23.023848565999998,72.559371571,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
22.999112700999998,72.593206021,1D_Maninagar - Ghuma Gam_NORMAL
23.02283013,72.556784875,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.067602631,72.562466315,3D_Maninagar - R.T.O Circle_NORMAL
23.020931624,72.554044781,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.054538215,72.59107408199999,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.023846463,72.559736567,8D_Naroda Gam - Iskcon_NORMAL
23.021923591,72.545097678,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.028605828000003,72.546237406,9U_Sola Bhagwat - Maninagar_NORMAL
23.022447293000003,72.54173016899999,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.0217975,72.638428,5D_Naroda Gam - Vasna_NORMAL
23.022555915999998,72.541279211,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.057358258,72.54914050800001,101_R.T.O(Circular)_NORMAL
23.003514240999998,72.554033505,5D_Naroda Gam - Vasna_NORMAL
23.022990046,72.536391462,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.020479147,72.63843149600001,6D_Naroda S. T. Workshop - Narol_NORMAL
23.045169736,72.54219916,12U_R.T.O Circle - Hatkeshwar_NORMAL
23.024850758000003,72.66866484399999,2U_Science City Approach - Odhav Ring Road_NORMAL
22.973967791,72.59526021399999,5D_Naroda Gam - Vasna_NORMAL
23.019327255,72.599145201,101_R.T.O(Circular)_NORMAL
23.031446178000003,72.471197464,1D_Maninagar - Ghuma Gam_NORMAL
22.978544738000004,72.610434483,12D_CTM Cross Road - R.T.O Circle_NORMAL
23.002172553,72.54787688100001,5U_Vasna - Naroda Gam_NORMAL
23.002172553,72.54787688100001,5U_Vasna - Naroda Gam_NORMAL
23.037711097,72.589845637,101_R.T.O(Circular)_NORMAL
22.981693396,72.585825203,12D_CTM Cross Road - R.T.O Circle_NORMAL
23.056751333,72.57159,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
22.991369566,72.631763885,6U_Narol - Naroda S. T. Workshop_NORMAL
23.002887222,72.554690154,5D_Naroda Gam - Vasna_NORMAL
23.022240752,72.61929461,11U_M J Library - Odhav Ring Road_NORMAL
23.02480986,72.66862507399999,2D_Odhav Ring Road - Science City Approach_NORMAL
23.021470354,72.623399615,11U_M J Library - Odhav Ring Road_NORMAL
23.019991341999997,72.599361864,101_R.T.O(Circular)_NORMAL
23.028453101,72.47681692,1D_Maninagar - Ghuma Gam_NORMAL
23.02857017,72.47684684,1D_Maninagar - Ghuma Gam_NORMAL
23.020774571,72.553864571,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.017665689,72.544215353,1U_Ghuma Gam - Maninagar_NORMAL
23.022552193000003,72.541579239,3U_R.T.O Circle - Maninagar_NORMAL
23.00352724,72.554019943,12D_CTM Cross Road - R.T.O Circle_NORMAL
23.022980783,72.53643224300001,1D_Maninagar - Ghuma Gam_Ladies Special
22.995206376,72.60335837699999,1D_Maninagar - Ghuma Gam_NORMAL
23.008247421,72.549248885,3U_R.T.O Circle - Maninagar_NORMAL
23.002163746,72.547880366,5U_Vasna - Naroda Gam_NORMAL
23.023561304,72.658904333,11U_M J Library - Odhav Ring Road_NORMAL
23.059807,72.642904,6U_Narol - Naroda S. T. Workshop_NORMAL
22.995165283000002,72.604333035,9D_Maninagar - Sola Bhagwat_NORMAL
23.041786255999998,72.58517889699999,7U_Zundal Circle - Narol_NORMAL
22.997014069000002,72.563123463,5U_Vasna - Naroda Gam_NORMAL
23.062262916999998,72.553080815,9S_Bhavsar Hostel - Gota Cross Road_NORMAL
23.022518278000003,72.541596959,9D_Maninagar - Sola Bhagwat_NORMAL
22.983916414,72.624003556,5U_Vasna - Naroda Gam_NORMAL
23.028407813,72.49092634600001,1D_Maninagar - Ghuma Gam_Ladies Special
23.027230425,72.508450085,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.009080536,72.548304773,101_R.T.O(Circular)_NORMAL
22.972821687,72.587906385,12D_Hatkeshwar - R.T.O Circle_NORMAL
23.003699553,72.55389202100001,201_R.T.O(Anti-Circular)_NORMAL
23.049184270999998,72.54505245600001,4S_Bhavsar Hostel - Commerce Six Road_NORMAL
23.063559407,72.53150439699999,9S_Bhavsar Hostel - Gota Cross Road_NORMAL
23.0042,72.553097167,5D_Naroda Gam - Vasna_NORMAL
23.022548937,72.541633593,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
22.999046365,72.559656598,5U_Vasna - Naroda Gam_NORMAL
23.032566677,72.54940816,8U_Iskcon - Naroda Gam_NORMAL
23.066238728000002,72.571676051,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.05763969,72.587579082,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.067650648,72.57561382899999,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.044727279,72.541851433,12D_Hatkeshwar - R.T.O Circle_NORMAL
23.020655248,72.638370373,6U_Narol - Naroda S. T. Workshop_NORMAL
23.065879021999997,72.558206278,12D_CTM Cross Road - R.T.O Circle_NORMAL
22.983201876,72.623198718,12D_Hatkeshwar - R.T.O Circle_NORMAL
23.026702469,72.638685545,6U_Narol - Naroda S. T. Workshop_NORMAL
23.048174511,72.64128757600001,5U_Vasna - Naroda Gam_NORMAL
23.068312806999998,72.581130116,4U_Zundal Circle - Commerce Six Road_NORMAL
23.023091693,72.557217698,9D_Maninagar - Sola Bhagwat_NORMAL
23.036912296999997,72.639990135,6U_Narol - Naroda S. T. Workshop_NORMAL
23.022940855,72.53660803,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.078334625,72.525923248,9U_Sola Bhagwat - Maninagar_NORMAL
23.041151315,72.640510851,6U_Narol - Naroda S. T. Workshop_NORMAL
23.075198963000002,72.655985659,5U_Vasna - Naroda Gam_NORMAL
23.022333774,72.57745816399999,8U_Iskcon - Naroda Gam_NORMAL
23.027293322,72.506941955,1U_Ghuma Gam - Maninagar_NORMAL
23.029446942,72.54714819899999,4S_Bhavsar Hostel - Commerce Six Road_NORMAL
23.10204132,72.587083009,7D_Narol - Zundal Circle_NORMAL
23.004645944,72.552790047,12D_Hatkeshwar - R.T.O Circle_NORMAL
23.035009991,72.548782604,4S_Bhavsar Hostel - Commerce Six Road_NORMAL
22.972722875,72.58865556800001,12D_Hatkeshwar - R.T.O Circle_NORMAL
22.97285973,72.587900045,12D_Hatkeshwar - R.T.O Circle_NORMAL
22.99916213,72.58191539100001,1D_Maninagar - Ghuma Gam_NORMAL
23.00239142,72.59272427399999,9S_Chhipa Society - Maninagar_NORMAL
23.027356709,72.511816164,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.06873816,72.581935258,12D_CTM Cross Road - R.T.O Circle_NORMAL
23.026169966999998,72.524213913,1U_Ghuma Gam - Maninagar_NORMAL
23.017462675999997,72.63844501300001,6D_Naroda S. T. Workshop - Narol_NORMAL
23.078328824,72.525921521,9U_Sola Bhagwat - Maninagar_NORMAL
23.03552727,72.639710189,5U_Vasna - Naroda Gam_NORMAL
22.99719604,72.606392677,9S_Chhipa Society - Maninagar_NORMAL
23.040284306,72.53886038600001,201_R.T.O(Anti-Circular)_NORMAL
23.02763353,72.521287836,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.067685145,72.57177760100001,101_R.T.O(Circular)_NORMAL
23.068272,72.581231,3U_R.T.O Circle - Maninagar_NORMAL
23.068272,72.581231,3U_R.T.O Circle - Maninagar_NORMAL
23.06764594,72.57300536300001,101_R.T.O(Circular)_NORMAL
23.027976588,72.531479947,12D_Hatkeshwar - R.T.O Circle_NORMAL
23.055821749,72.542683379,9U_Sola Bhagwat - Maninagar_NORMAL
23.064386292,72.55571492,12U_R.T.O Circle - CTM Cross Road_NORMAL
23.008216235,72.549276915,1U_Ghuma Gam - Maninagar_NORMAL
23.06876463,72.581478186,12D_Hatkeshwar - R.T.O Circle_NORMAL
23.005067538000002,72.552501246,1U_Ghuma Gam - Maninagar_NORMAL
23.003453511999997,72.55409686600001,12D_Hatkeshwar - R.T.O Circle_NORMAL
23.002399259,72.592903632,3D_Maninagar - R.T.O Circle_NORMAL
23.06832,72.581744167,101_R.T.O(Circular)_NORMAL
23.026464376999996,72.4821412,1U_Ghuma Gam - Maninagar_Ladies Special
23.003071527,72.554580918,1U_Ghuma Gam - Maninagar_NORMAL
23.055009328,72.642435513,6U_Narol - Naroda S. T. Workshop_NORMAL
23.068272,72.581231,3U_R.T.O Circle - Maninagar_NORMAL
23.027934255,72.485963899,1U_Ghuma Gam - Maninagar_Ladies Special
23.046769203,72.570302776,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.055577281999998,72.571745139,201_R.T.O(Anti-Circular)_NORMAL
22.996947975999998,72.578410525,3D_Maninagar - R.T.O Circle_NORMAL
23.022376594,72.55585592899999,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.055086762,72.571528749,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
22.983596905,72.584536227,5U_Vasna - Naroda Gam_NORMAL
22.995987139,72.573365809,3D_Maninagar - R.T.O Circle_NORMAL
23.001920810999998,72.589542281,101_R.T.O(Circular)_NORMAL
23.052808018,72.54684453,12U_R.T.O Circle - Hatkeshwar_NORMAL
23.001269017,72.586381981,1U_Ghuma Gam - Maninagar_NORMAL
22.995985154,72.57311602,101_R.T.O(Circular)_NORMAL
23.056891944,72.571699044,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.004258123000003,72.553272551,3D_Maninagar - R.T.O Circle_NORMAL
23.003417509000002,72.597119072,1U_Ghuma Gam - Maninagar_NORMAL
23.003260738,72.598902228,1U_Ghuma Gam - Maninagar_NORMAL
23.068865742,72.581601483,101_R.T.O(Circular)_NORMAL
23.045714484,72.641009611,6D_Naroda S. T. Workshop - Narol_NORMAL
22.996014388000003,72.572619104,201_R.T.O(Anti-Circular)_NORMAL
23.064563591,72.642560929,8U_Iskcon - Naroda Gam_NORMAL
23.02432693,72.531454617,12U_R.T.O Circle - CTM Cross Road_NORMAL
23.035097493000002,72.548899343,8U_Iskcon - Naroda Gam_NORMAL
23.022481798,72.54237321800001,12U_R.T.O Circle - CTM Cross Road_NORMAL
23.022481251,72.54238146,12U_R.T.O Circle - CTM Cross Road_NORMAL
23.071648513000003,72.523546917,9D_Maninagar - Sola Bhagwat_NORMAL
23.024757333,72.600139667,101_R.T.O(Circular)_NORMAL
23.053553949,72.590596759,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
22.989709589,72.58271753,5U_Vasna - Naroda Gam_NORMAL
23.017761504,72.54419374,12U_R.T.O Circle - Hatkeshwar_NORMAL
23.033575014,72.63940066,5D_Naroda Gam - Vasna_NORMAL
23.055992942,72.572339316,101_R.T.O(Circular)_NORMAL
22.983213893000002,72.584952914,5D_Naroda Gam - Vasna_NORMAL
23.008115400999998,72.638160539,6D_Naroda S. T. Workshop - Narol_NORMAL
23.0229782,72.55581465899999,9U_Sola Bhagwat - Maninagar_NORMAL
23.03988602,72.569191525,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.02372339,72.569972275,9U_Sola Bhagwat - Maninagar_NORMAL
22.98994789,72.582652048,5D_Naroda Gam - Vasna_NORMAL
22.990523100999997,72.58241428699999,5D_Naroda Gam - Vasna_NORMAL
23.03361521,72.535253579,101_R.T.O(Circular)_NORMAL
23.022014227,72.544921646,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
22.980971813000004,72.61821404,5U_Vasna - Naroda Gam_NORMAL
22.996111,72.579098,9S_Chhipa Society - Maninagar_NORMAL
23.047313764000002,72.582717287,101_R.T.O(Circular)_NORMAL
23.023937141999998,72.559462385,9U_Sola Bhagwat - Maninagar_NORMAL
23.079965980999997,72.612658655,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
22.99305024,72.58054073699999,1E_Maninagar - Kashiram Textiles_NORMAL
22.996047166999997,72.575554481,5D_Naroda Gam - Vasna_NORMAL
22.996032960999997,72.572930907,12U_R.T.O Circle - CTM Cross Road_NORMAL
23.077821811,72.618691238,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.008340553000004,72.549165179,201_R.T.O(Anti-Circular)_NORMAL
22.99612645,72.634188123,5D_Naroda Gam - Vasna_NORMAL
23.075332575999997,72.62028422899999,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
22.983142838000003,72.62304643600001,5U_Vasna - Naroda Gam_NORMAL
22.983935499,72.624025192,5U_Vasna - Naroda Gam_NORMAL
22.998065418000003,72.561636651,5D_Naroda Gam - Vasna_NORMAL
22.998267876999996,72.56133839,5D_Naroda Gam - Vasna_NORMAL
23.022837219,72.542882205,4D_Commerce Six Road - Zundal Circle_NORMAL
22.999862989,72.60065683399999,9S_Chhipa Society - Maninagar_NORMAL
23.022127600999998,72.542971401,4D_Commerce Six Road - Zundal Circle_NORMAL
23.067650634,72.5756098,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.066455833000003,72.57173,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
22.996584841999997,72.57760401,201_R.T.O(Anti-Circular)_NORMAL
22.996013828000002,72.572611489,3U_R.T.O Circle - Maninagar_NORMAL
23.02223811,72.61924154,11U_M J Library - Odhav Ring Road_NORMAL
23.021514909,72.62326883899999,11U_M J Library - Odhav Ring Road_NORMAL
23.067636071,72.566485936,101_R.T.O(Circular)_NORMAL
23.000183624,72.557511304,5U_Vasna - Naroda Gam_NORMAL
23.022073791999997,72.57993141899999,9U_Sola Bhagwat - Maninagar_NORMAL
22.999265185,72.601138437,9U_Sola Bhagwat - Maninagar_NORMAL
23.071764863000002,72.603824863,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.071637474,72.603697474,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.056525842,72.588233717,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.067647256999997,72.574730958,101_R.T.O(Circular)_NORMAL
23.067649477,72.574867198,101_R.T.O(Circular)_NORMAL
22.982194179,72.585685928,12U_R.T.O Circle - Hatkeshwar_NORMAL
23.046807000999998,72.582903655,201_R.T.O(Anti-Circular)_NORMAL
23.074787277,72.65612552,5D_Naroda Gam - Vasna_NORMAL
23.024480237,72.66544708800001,11D_Odhav Ring Road - M J Library_NORMAL
23.037828711,72.593358059,101_R.T.O(Circular)_NORMAL
23.055912983000002,72.59109849,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.055634263,72.591096715,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.004198168000002,72.55333706,101_R.T.O(Circular)_NORMAL
23.05847734,72.64276642,5U_Vasna - Naroda Gam_NORMAL
23.034426915999997,72.535905617,201_R.T.O(Anti-Circular)_NORMAL
23.02270519,72.652978542,11U_M J Library - Odhav Ring Road_NORMAL
23.041304798000002,72.640573242,6D_Naroda S. T. Workshop - Narol_NORMAL
23.007977418000003,72.591508508,9D_Maninagar - Sola Bhagwat_NORMAL
23.00898183,72.591585829,9D_Maninagar - Sola Bhagwat_NORMAL
23.0664335,72.57173,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
22.973279745,72.592731931,5D_Naroda Gam - Vasna_NORMAL
23.013531763000003,72.59133638,9D_Maninagar - Sola Bhagwat_NORMAL
23.01371265,72.591335772,9D_Maninagar - Sola Bhagwat_NORMAL
23.077844956,72.618678922,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.053739780999997,72.54705921899999,12U_R.T.O Circle - Hatkeshwar_NORMAL
23.061711586999998,72.571737699,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
23.053665019,72.547027664,12U_R.T.O Circle - Hatkeshwar_NORMAL
23.052881392,72.546854993,12U_R.T.O Circle - Hatkeshwar_NORMAL
22.995164670999998,72.60424574,9D_Maninagar - Sola Bhagwat_NORMAL
23.052362687,72.546777819,12U_R.T.O Circle - Hatkeshwar_NORMAL
23.016414726,72.59275583,9D_Maninagar - Sola Bhagwat_NORMAL
23.018269893000003,72.598026338,201_R.T.O(Anti-Circular)_NORMAL
23.071564206999998,72.621085619,1000D_Karnavati Club to Sardar Patel Airport_NORMAL
23.025864376999998,72.55357886600001,9D_Maninagar - Sola Bhagwat_NORMAL
23.059344126,72.536463525,2U_Science City Approach - Odhav Ring Road_NORMAL
22.979449016999997,72.585894002,5U_Vasna - Naroda Gam_NORMAL
23.017492317,72.596404437,101_R.T.O(Circular)_NORMAL
23.022042748,72.578305791,9D_Maninagar - Sola Bhagwat_NORMAL
23.037782637,72.592709602,101_R.T.O(Circular)_NORMAL
23.00593655,72.590818602,9D_Maninagar - Sola Bhagwat_NORMAL
22.991354733,72.631752168,6U_Narol - Naroda S. T. Workshop_NORMAL
23.04567827,72.640961601,6U_Narol - Naroda S. T. Workshop_NORMAL
22.973987646999998,72.595324197,5D_Naroda Gam - Vasna_NORMAL
23.028568043000003,72.476846297,1D_Maninagar - Ghuma Gam_NORMAL
23.022975814000002,72.571286906,9D_Maninagar - Sola Bhagwat_NORMAL
23.040973768,72.569445303,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
22.995115952,72.56753319399999,5D_Naroda Gam - Vasna_NORMAL
22.996411481,72.563898576,5D_Naroda Gam - Vasna_NORMAL
23.002131697,72.593329471,3D_Maninagar - R.T.O Circle_NORMAL
23.00184235,72.590503927,3D_Maninagar - R.T.O Circle_NORMAL
23.003051993000003,72.55451993300001,5D_Naroda Gam - Vasna_NORMAL
23.017823999,72.544179428,12U_R.T.O Circle - Hatkeshwar_NORMAL
23.028339333,72.551719937,9D_Maninagar - Sola Bhagwat_NORMAL
23.073960819,72.605952949,1000U_Sardar Patel Airport to Karnavati Club_NORMAL
